1101,11,Kabupaten Simeulue,2.6439724,96.0255738
1102,11,Kabupaten Aceh Singkil,2.3589459,97.87216
1103,11,Kabupaten Aceh Selatan,3.3115056,97.3516558
1104,11,Kabupaten Aceh Tenggara,3.3088666,97.6982272
1105,11,Kabupaten Aceh Timur,4.5224111,97.6114217
1106,11,Kabupaten Aceh Tengah,4.4482641,96.8350999
1107,11,Kabupaten Aceh Barat,4.4542745,96.1526985
1108,11,Kabupaten Aceh Besar,5.4529168,95.4777811
1109,11,Kabupaten Pidie,5.0742659,95.940971
1110,11,Kabupaten Bireuen,5.1086446,96.663812
1111,11,Kabupaten Aceh Utara,4.9786331,97.2221421
1112,11,Kabupaten Aceh Barat Daya,3.7963426,97.0068393
1113,11,Kabupaten Gayo Lues,3.955165,97.3516558
1114,11,Kabupaten Aceh Tamiang,4.2328871,98.0028892
1115,11,Kabupaten Nagan Raya,4.1248406,96.4929797
1116,11,Kabupaten Aceh Jaya,4.7873684,95.6457951
1117,11,Kabupaten Bener Meriah,4.7513606,96.9525224
1118,11,Kabupaten Pidie Jaya,5.1548063,96.195132
1171,11,Kota Banda Aceh,5.5482904,95.3237559
1172,11,Kota Sabang,5.8926053,95.3237608
1173,11,Kota Langsa,4.4725348,97.9756343
1174,11,Kota Lhokseumawe,5.1811638,97.1413222
1175,11,Kota Subulussalam,2.7121164,97.9157099
1201,12,Kabupaten Nias,1.0869444,97.7416703
1202,12,Kabupaten Mandailing Natal,0.7432372,99.3673084
1203,12,Kabupaten Tapanuli Selatan,1.5774933,99.2785583
1204,12,Kabupaten Tapanuli Tengah,1.8493299,98.704075
1205,12,Kabupaten Tapanuli Utara,2.0405246,99.1013498
1206,12,Kabupaten Toba Samosir,2.3502398,99.2785583
1207,12,Kabupaten Labuhan Batu,2.3439863,100.1703257
1208,12,Kabupaten Asahan,2.8174722,99.634135
1209,12,Kabupaten Simalungun,2.9781612,99.2785583
1210,12,Kabupaten Dairi,2.8675801,98.265058
1211,12,Kabupaten Karo,3.1052909,98.265058
1212,12,Kabupaten Deli Serdang,3.4201802,98.704075
1213,12,Kabupaten Langkat,3.8653916,98.3088441
1214,12,Kabupaten Nias Selatan,0.7086091,97.8286368
1215,12,Kabupaten Humbang Hasundutan,2.1988508,98.5721016
1216,12,Kabupaten Pakpak Bharat,2.5135376,98.2212979
1217,12,Kabupaten Samosir,2.6274431,98.7921836
1218,12,Kabupaten Serdang Bedagai,3.3371694,99.0571089
1219,12,Kabupaten Batu Bara,3.1740979,99.5006143
1220,12,Kabupaten Padang Lawas Utara,1.5758644,99.634135
1221,12,Kabupaten Padang Lawas,1.1186977,99.8124935
1222,12,Kabupaten Labuhan Batu Selatan,1.8799353,100.1703257
1223,12,Kabupaten Labuhan Batu Utara,2.3465638,99.8124935
1224,12,Kabupaten Nias Utara,1.3166036,97.394882
1225,12,Kabupaten Nias Barat,1.0116383,97.4814163
